service_date,day_type,bus,rail_boardings,total_rides,components_sum,difference,difference_pct_of_total,year,month,month_name,quarter,day_of_week,day_type_label,bus_share,rail_share
2001-01-01,U,297192,126455,423647,423647,0,0.0,2001,1,January,Q1,Monday,Sunday/Holiday,0.7015085672741693,0.29849143272583073
2001-01-02,W,780827,501952,1282779,1282779,0,0.0,2001,1,January,Q1,Tuesday,Weekday,0.6086995499614509,0.39130045003854913
2001-01-03,W,824923,536432,1361355,1361355,0,0.0,2001,1,January,Q1,Wednesday,Weekday,0.6059572998960594,0.39404270010394055
2001-01-04,W,870021,550011,1420032,1420032,0,0.0,2001,1,January,Q1,Thursday,Weekday,0.6126770382639265,0.38732296173607356
2001-01-05,W,890426,557917,1448343,1448343,0,0.0,2001,1,January,Q1,Friday,Weekday,0.6147894524984758,0.38521054750152417
2001-01-06,A,577401,255356,832757,832757,0,0.0,2001,1,January,Q1,Saturday,Saturday,0.6933607282796782,0.3066392717203218
2001-01-07,U,375831,169825,545656,545656,0,0.0,2001,1,January,Q1,Sunday,Sunday/Holiday,0.6887691146070052,0.31123088539299487
2001-01-08,W,985221,590706,1575927,1575927,0,0.0,2001,1,January,Q1,Monday,Weekday,0.6251691861361599,0.37483081386384015
2001-01-09,W,978377,599905,1578282,1578282,0,0.0,2001,1,January,Q1,Tuesday,Weekday,0.6198999925235161,0.3801000074764839
2001-01-10,W,984884,602052,1586936,1586936,0,0.0,2001,1,January,Q1,Wednesday,Weekday,0.6206198611664239,0.37938013883357613
2001-01-11,W,995561,607503,1603064,1603064,0,0.0,2001,1,January,Q1,Thursday,Weekday,0.6210363404081185,0.37896365959188155
2001-01-12,W,1018985,605252,1624237,1624237,0,0.0,2001,1,January,Q1,Friday,Weekday,0.6273622630194978,0.37263773698050223
2001-01-13,A,591791,270056,861847,861847,0,0.0,2001,1,January,Q1,Saturday,Saturday,0.6866543597645521,0.3133456402354478
2001-01-14,U,373091,174842,547933,547933,0,0.0,2001,1,January,Q1,Sunday,Sunday/Holiday,0.6809062421865447,0.3190937578134553
2001-01-15,W,675845,412149,1087994,1087994,0,0.0,2001,1,January,Q1,Monday,Weekday,0.6211844918262417,0.3788155081737583
2001-01-16,W,1024367,622163,1646530,1646530,0,0.0,2001,1,January,Q1,Tuesday,Weekday,0.6221368575124656,0.3778631424875344
2001-01-17,W,1018690,620343,1639033,1639033,0,0.0,2001,1,January,Q1,Wednesday,Weekday,0.6215189077950231,0.37848109220497694
2001-01-18,W,1006996,618832,1625828,1625828,0,0.0,2001,1,January,Q1,Thursday,Weekday,0.6193742511507982,0.38062574884920175
2001-01-19,W,909964,583851,1493815,1493815,0,0.0,2001,1,January,Q1,Friday,Weekday,0.6091544133644393,0.3908455866355606
2001-01-20,A,582348,263815,846163,846163,0,0.0,2001,1,January,Q1,Saturday,Saturday,0.6882220092346274,0.3117779907653726
2001-01-21,U,378381,172107,550488,550488,0,0.0,2001,1,January,Q1,Sunday,Sunday/Holiday,0.6873555826830012,0.3126444173169987
2001-01-22,W,1005936,598777,1604713,1604713,0,0.0,2001,1,January,Q1,Monday,Weekday,0.6268634952169018,0.3731365047830983
2001-01-23,W,1019983,610352,1630335,1630335,0,0.0,2001,1,January,Q1,Tuesday,Weekday,0.625627861758473,0.37437213824152704
2001-01-24,W,991661,606835,1598496,1598496,0,0.0,2001,1,January,Q1,Wednesday,Weekday,0.6203712739975578,0.3796287260024423
2001-01-25,W,1004257,609877,1614134,1614134,0,0.0,2001,1,January,Q1,Thursday,Weekday,0.6221645786533212,0.3778354213466788
2001-01-26,W,965324,597039,1562363,1562363,0,0.0,2001,1,January,Q1,Friday,Weekday,0.6178615340993098,0.38213846590069017
2001-01-27,A,590836,268078,858914,858914,0,0.0,2001,1,January,Q1,Saturday,Saturday,0.6878872622870276,0.31211273771297243
2001-01-28,U,368819,174434,543253,543253,0,0.0,2001,1,January,Q1,Sunday,Sunday/Holiday,0.6789083539345387,0.3210916460654612
2001-01-29,W,953532,587052,1540584,1540584,0,0.0,2001,1,January,Q1,Monday,Weekday,0.6189419077440763,0.38105809225592374
2001-01-30,W,982046,607858,1589904,1589904,0,0.0,2001,1,January,Q1,Tuesday,Weekday,0.6176762873733257,0.3823237126266743
2001-01-31,W,999392,610508,1609900,1609900,0,0.0,2001,1,January,Q1,Wednesday,Weekday,0.6207789303683459,0.37922106963165414
2001-02-01,W,1054608,615268,1669876,1669876,0,0.0,2001,2,February,Q1,Thursday,Weekday,0.6315486898428386,0.36845131015716137
2001-02-02,W,966701,577767,1544468,1544468,0,0.0,2001,2,February,Q1,Friday,Weekday,0.6259119645081672,0.3740880354918328
2001-02-03,A,611703,263612,875315,875315,0,0.0,2001,2,February,Q1,Saturday,Saturday,0.6988375613350623,0.30116243866493775
2001-02-04,U,404212,178398,582610,582610,0,0.0,2001,2,February,Q1,Sunday,Sunday/Holiday,0.6937951631451571,0.30620483685484284
2001-02-05,W,1045944,600588,1646532,1646532,0,0.0,2001,2,February,Q1,Monday,Weekday,0.6352406148195116,0.36475938518048845
2001-02-06,W,1039393,612435,1651828,1651828,0,0.0,2001,2,February,Q1,Tuesday,Weekday,0.6292380320469202,0.37076196795307986
2001-02-07,W,1015059,609022,1624081,1624081,0,0.0,2001,2,February,Q1,Wednesday,Weekday,0.6250051567625013,0.3749948432374986
2001-02-08,W,1007760,610237,1617997,1617997,0,0.0,2001,2,February,Q1,Thursday,Weekday,0.622844170910082,0.37715582908991796
2001-02-09,W,970826,593354,1564180,1564180,0,0.0,2001,2,February,Q1,Friday,Weekday,0.6206613049649017,0.37933869503509826
2001-02-10,A,605404,271313,876717,876717,0,0.0,2001,2,February,Q1,Saturday,Saturday,0.6905352582418272,0.30946474175817285
2001-02-11,U,405433,178810,584243,584243,0,0.0,2001,2,February,Q1,Sunday,Sunday/Holiday,0.6939458410284761,0.3060541589715238
2001-02-12,W,872330,539393,1411723,1411723,0,0.0,2001,2,February,Q1,Monday,Weekday,0.6179186710140728,0.3820813289859271
2001-02-13,W,1050834,622753,1673587,1673587,0,0.0,2001,2,February,Q1,Tuesday,Weekday,0.6278932615991879,0.37210673840081215
2001-02-14,W,1004304,610966,1615270,1615270,0,0.0,2001,2,February,Q1,Wednesday,Weekday,0.6217561150767364,0.3782438849232636
2001-02-15,W,1028938,613323,1642261,1642261,0,0.0,2001,2,February,Q1,Thursday,Weekday,0.6265374383243589,0.37346256167564107
2001-02-16,W,1033040,601418,1634458,1634458,0,0.0,2001,2,February,Q1,Friday,Weekday,0.6320382658960952,0.36796173410390476
2001-02-17,A,591717,269294,861011,861011,0,0.0,2001,2,February,Q1,Saturday,Saturday,0.687235122431653,0.312764877568347
2001-02-18,U,388788,176855,565643,565643,0,0.0,2001,2,February,Q1,Sunday,Sunday/Holiday,0.6873381266982885,0.3126618733017115
2001-02-19,W,782447,457891,1240338,1240338,0,0.0,2001,2,February,Q1,Monday,Weekday,0.6308336921065064,0.36916630789349353
2001-02-20,W,1035400,610284,1645684,1645684,0,0.0,2001,2,February,Q1,Tuesday,Weekday,0.6291608838634878,0.3708391161365122
2001-02-21,W,986212,600133,1586345,1586345,0,0.0,2001,2,February,Q1,Wednesday,Weekday,0.6216882204060277,0.37831177959397233
2001-02-22,W,986399,606302,1592701,1592701,0,0.0,2001,2,February,Q1,Thursday,Weekday,0.619324656668138,0.38067534333186204
2001-02-23,W,1024235,602352,1626587,1626587,0,0.0,2001,2,February,Q1,Friday,Weekday,0.6296835029420498,0.37031649705795017
2001-02-24,A,505193,246795,751988,751988,0,0.0,2001,2,February,Q1,Saturday,Saturday,0.6718099224987633,0.32819007750123674
2001-02-25,U,351637,172132,523769,523769,0,0.0,2001,2,February,Q1,Sunday,Sunday/Holiday,0.6713589387688084,0.32864106123119163
2001-02-26,W,1009329,609256,1618585,1618585,0,0.0,2001,2,February,Q1,Monday,Weekday,0.6235872691270462,0.37641273087295385
2001-02-27,W,1000630,609305,1609935,1609935,0,0.0,2001,2,February,Q1,Tuesday,Weekday,0.6215344097743076,0.3784655902256923
2001-02-28,W,990416,610013,1600429,1600429,0,0.0,2001,2,February,Q1,Wednesday,Weekday,0.6188440724330789,0.3811559275669211
2001-03-01,W,1051889,618440,1670329,1670329,0,0.0,2001,3,March,Q1,Thursday,Weekday,0.629749588254769,0.37025041174523105
2001-03-02,W,1062234,611578,1673812,1673812,0,0.0,2001,3,March,Q1,Friday,Weekday,0.6346196585996515,0.3653803414003484
2001-03-03,A,678870,286786,965656,965656,0,0.0,2001,3,March,Q1,Saturday,Saturday,0.703014323941445,0.296985676058555
2001-03-04,U,385978,178292,564270,564270,0,0.0,2001,3,March,Q1,Sunday,Sunday/Holiday,0.6840306945256703,0.31596930547432966
2001-03-05,W,863086,549759,1412845,1412845,0,0.0,2001,3,March,Q1,Monday,Weekday,0.6108851289419576,0.38911487105804243
2001-03-06,W,1013530,603561,1617091,1617091,0,0.0,2001,3,March,Q1,Tuesday,Weekday,0.6267612645175813,0.37323873548241876
2001-03-07,W,1028462,616666,1645128,1645128,0,0.0,2001,3,March,Q1,Wednesday,Weekday,0.6251562188474088,0.37484378115259115
2001-03-08,W,1000946,611371,1612317,1612317,0,0.0,2001,3,March,Q1,Thursday,Weekday,0.6208121603878145,0.37918783961218544
2001-03-09,W,1038368,606672,1645040,1645040,0,0.0,2001,3,March,Q1,Friday,Weekday,0.6312113991149151,0.36878860088508486
2001-03-10,A,633472,283251,916723,916723,0,0.0,2001,3,March,Q1,Saturday,Saturday,0.6910178974455752,0.3089821025544248
2001-03-11,U,410081,188228,598309,598309,0,0.0,2001,3,March,Q1,Sunday,Sunday/Holiday,0.6854000190536996,0.3145999809463003
2001-03-12,W,979411,588857,1568268,1568268,0,0.0,2001,3,March,Q1,Monday,Weekday,0.6245176207127864,0.3754823792872137
2001-03-13,W,1017685,611347,1629032,1629032,0,0.0,2001,3,March,Q1,Tuesday,Weekday,0.6247176237176434,0.3752823762823566
2001-03-14,W,1025283,619417,1644700,1644700,0,0.0,2001,3,March,Q1,Wednesday,Weekday,0.6233860278470238,0.3766139721529762
2001-03-15,W,960667,596612,1557279,1557279,0,0.0,2001,3,March,Q1,Thursday,Weekday,0.6168881748228802,0.38311182517711984
2001-03-16,W,923613,583359,1506972,1506972,0,0.0,2001,3,March,Q1,Friday,Weekday,0.6128932720714121,0.3871067279285879
2001-03-17,A,602158,343893,946051,946051,0,0.0,2001,3,March,Q1,Saturday,Saturday,0.6364963411063462,0.3635036588936537
2001-03-18,U,412146,194257,606403,606403,0,0.0,2001,3,March,Q1,Sunday,Sunday/Holiday,0.6796569278186289,0.32034307218137115
2001-03-19,W,1021700,602469,1624169,1624169,0,0.0,2001,3,March,Q1,Monday,Weekday,0.6290601532229713,0.37093984677702874
2001-03-20,W,1034388,618340,1652728,1652728,0,0.0,2001,3,March,Q1,Tuesday,Weekday,0.6258670513236297,0.3741329486763702
2001-03-21,W,1029332,616764,1646096,1646096,0,0.0,2001,3,March,Q1,Wednesday,Weekday,0.6253171139471817,0.3746828860528183
2001-03-22,W,1030741,617815,1648556,1648556,0,0.0,2001,3,March,Q1,Thursday,Weekday,0.6252386937416745,0.3747613062583255
2001-03-23,W,1030685,605605,1636290,1636290,0,0.0,2001,3,March,Q1,Friday,Weekday,0.6298914006685856,0.3701085993314144
2001-03-24,A,604139,277028,881167,881167,0,0.0,2001,3,March,Q1,Saturday,Saturday,0.6856123754067049,0.314387624593295
2001-03-25,U,348817,170742,519559,519559,0,0.0,2001,3,March,Q1,Sunday,Sunday/Holiday,0.6713712975812179,0.32862870241878206
2001-03-26,W,989316,583176,1572492,1572492,0,0.0,2001,3,March,Q1,Monday,Weekday,0.6291389717721935,0.3708610282278066
2001-03-27,W,1017904,600914,1618818,1618818,0,0.0,2001,3,March,Q1,Tuesday,Weekday,0.6287945896326826,0.3712054103673174
2001-03-28,W,1007699,601999,1609698,1609698,0,0.0,2001,3,March,Q1,Wednesday,Weekday,0.6260174268713758,0.37398257312862415
2001-03-29,W,1020098,605027,1625125,1625125,0,0.0,2001,3,March,Q1,Thursday,Weekday,0.6277043304361203,0.3722956695638797
2001-03-30,W,978244,590403,1568647,1568647,0,0.0,2001,3,March,Q1,Friday,Weekday,0.6236227781011279,0.37637722189887207
2001-03-31,A,626223,280950,907173,907173,0,0.0,2001,3,March,Q1,Saturday,Saturday,0.6903016293474343,0.3096983706525657
2001-04-01,U,417716,192717,610433,610433,0,0.0,2001,4,April,Q2,Sunday,Sunday/Holiday,0.6842945908887625,0.31570540911123746
2001-04-02,W,1023629,611098,1634727,1634727,0,0.0,2001,4,April,Q2,Monday,Weekday,0.6261773372557008,0.3738226627442992
2001-04-03,W,1057275,613993,1671268,1671268,0,0.0,2001,4,April,Q2,Tuesday,Weekday,0.6326184669364817,0.36738153306351823
2001-04-04,W,1047634,625348,1672982,1672982,0,0.0,2001,4,April,Q2,Wednesday,Weekday,0.6262075742596155,0.3737924257403845
2001-04-05,W,973118,606535,1579653,1579653,0,0.0,2001,4,April,Q2,Thursday,Weekday,0.6160327616254963,0.38396723837450375
2001-04-06,W,1015046,611352,1626398,1626398,0,0.0,2001,4,April,Q2,Friday,Weekday,0.6241067684539701,0.37589323154602994
2001-04-07,A,642265,297971,940236,940236,0,0.0,2001,4,April,Q2,Saturday,Saturday,0.683089139322468,0.31691086067753205
2001-04-08,U,437035,200720,637755,637755,0,0.0,2001,4,April,Q2,Sunday,Sunday/Holiday,0.6852709896433583,0.31472901035664164
2001-04-09,W,998290,596418,1594708,1594708,0,0.0,2001,4,April,Q2,Monday,Weekday,0.6260017507907404,0.3739982492092596
2001-04-10,W,1024817,613311,1638128,1638128,0,0.0,2001,4,April,Q2,Tuesday,Weekday,0.625602517019427,0.37439748298057296
2001-04-11,W,985906,606764,1592670,1592670,0,0.0,2001,4,April,Q2,Wednesday,Weekday,0.6190271682143821,0.38097283178561786
2001-04-12,W,991795,608691,1600486,1600486,0,0.0,2001,4,April,Q2,Thursday,Weekday,0.6196836460924994,0.38031635390750057
2001-04-13,W,865706,527116,1392822,1392822,0,0.0,2001,4,April,Q2,Friday,Weekday,0.6215481949595857,0.37845180504041437
2001-04-14,A,628526,279728,908254,908254,0,0.0,2001,4,April,Q2,Saturday,Saturday,0.6920156696254572,0.3079843303745428
2001-04-15,U,364972,163191,528163,528163,0,0.0,2001,4,April,Q2,Sunday,Sunday/Holiday,0.6910215217650612,0.30897847823493885
2001-04-16,W,859713,564614,1424327,1424327,0,0.0,2001,4,April,Q2,Monday,Weekday,0.6035924334791097,0.3964075665208902
2001-04-17,W,877834,583859,1461693,1461693,0,0.0,2001,4,April,Q2,Tuesday,Weekday,0.6005597618651797,0.3994402381348204
2001-04-18,W,907539,599600,1507139,1507139,0,0.0,2001,4,April,Q2,Wednesday,Weekday,0.6021601192723431,0.39783988072765686
2001-04-19,W,917518,596505,1514023,1514023,0,0.0,2001,4,April,Q2,Thursday,Weekday,0.606013250789453,0.393986749210547
2001-04-20,W,922082,590659,1512741,1512741,0,0.0,2001,4,April,Q2,Friday,Weekday,0.609543867720912,0.3904561322790881
2001-04-21,A,603039,293701,896740,896740,0,0.0,2001,4,April,Q2,Saturday,Saturday,0.6724792024444097,0.32752079755559027
2001-04-22,U,384255,185526,569781,569781,0,0.0,2001,4,April,Q2,Sunday,Sunday/Holiday,0.6743906869481432,0.32560931305185675
2001-04-23,W,979788,590446,1570234,1570234,0,0.0,2001,4,April,Q2,Monday,Weekday,0.6239757895956909,0.37602421040430917
2001-04-24,W,1031150,618513,1649663,1649663,0,0.0,2001,4,April,Q2,Tuesday,Weekday,0.625067059150869,0.374932940849131
2001-04-25,W,977794,609447,1587241,1587241,0,0.0,2001,4,April,Q2,Wednesday,Weekday,0.6160337340076271,0.38396626599237293
2001-04-26,W,1028140,624617,1652757,1652757,0,0.0,2001,4,April,Q2,Thursday,Weekday,0.6220757195401381,0.3779242804598619
2001-04-27,W,1034472,610723,1645195,1645195,0,0.0,2001,4,April,Q2,Friday,Weekday,0.6287838219785497,0.37121617802145035
2001-04-28,A,624970,289747,914717,914717,0,0.0,2001,4,April,Q2,Saturday,Saturday,0.6832386410223052,0.31676135897769475
2001-04-29,U,423377,200002,623379,623379,0,0.0,2001,4,April,Q2,Sunday,Sunday/Holiday,0.679164681517985,0.32083531848201496
2001-04-30,W,1008390,600424,1608814,1608814,0,0.0,2001,4,April,Q2,Monday,Weekday,0.626790915543997,0.373209084456003
2001-05-01,W,1067496,632996,1700492,1700492,0,0.0,2001,5,May,Q2,Tuesday,Weekday,0.6277571432267838,0.3722428567732162
2001-05-02,W,1034088,627894,1661982,1661982,0,0.0,2001,5,May,Q2,Wednesday,Weekday,0.622201684494778,0.3777983155052221
2001-05-03,W,1065048,634792,1699840,1699840,0,0.0,2001,5,May,Q2,Thursday,Weekday,0.6265577936746988,0.37344220632530123
2001-05-04,W,1046692,621087,1667779,1667779,0,0.0,2001,5,May,Q2,Friday,Weekday,0.627596342201215,0.3724036577987851
2001-05-05,A,637957,307025,944982,944982,0,0.0,2001,5,May,Q2,Saturday,Saturday,0.675099631527373,0.324900368472627
2001-05-06,U,417760,206450,624210,624210,0,0.0,2001,5,May,Q2,Sunday,Sunday/Holiday,0.6692619471011358,0.33073805289886415
2001-05-07,W,1007381,598338,1605719,1605719,0,0.0,2001,5,May,Q2,Monday,Weekday,0.6273706669722411,0.3726293330277589
2001-05-08,W,1044379,621604,1665983,1665983,0,0.0,2001,5,May,Q2,Tuesday,Weekday,0.6268845480416066,0.37311545195839335
2001-05-09,W,1041324,619928,1661252,1661252,0,0.0,2001,5,May,Q2,Wednesday,Weekday,0.6268308480591747,0.37316915194082534
2001-05-10,W,1018705,614067,1632772,1632772,0,0.0,2001,5,May,Q2,Thursday,Weekday,0.6239113605573834,0.3760886394426166
2001-05-11,W,1004068,600295,1604363,1604363,0,0.0,2001,5,May,Q2,Friday,Weekday,0.6258359236656542,0.3741640763343458
2001-05-12,A,649008,289167,938175,938175,0,0.0,2001,5,May,Q2,Saturday,Saturday,0.6917771204732592,0.30822287952674077
2001-05-13,U,422270,200996,623266,623266,0,0.0,2001,5,May,Q2,Sunday,Sunday/Holiday,0.6775116884283757,0.32248831157162433
2001-05-14,W,963027,581644,1544671,1544671,0,0.0,2001,5,May,Q2,Monday,Weekday,0.6234512074092153,0.3765487925907847
2001-05-15,W,1035512,633053,1668565,1668565,0,0.0,2001,5,May,Q2,Tuesday,Weekday,0.6206003362170488,0.3793996637829512
2001-05-16,W,995884,627978,1623862,1623862,0,0.0,2001,5,May,Q2,Wednesday,Weekday,0.613281177834077,0.38671882216592296
2001-05-17,W,1006118,628882,1635000,1635000,0,0.0,2001,5,May,Q2,Thursday,Weekday,0.6153626911314984,0.3846373088685015
2001-05-18,W,1027834,628829,1656663,1656663,0,0.0,2001,5,May,Q2,Friday,Weekday,0.6204243107982734,0.37957568920172663
2001-05-19,A,645603,315487,961090,961090,0,0.0,2001,5,May,Q2,Saturday,Saturday,0.6717404197317629,0.3282595802682371
2001-05-20,U,427040,217899,644939,644939,0,0.0,2001,5,May,Q2,Sunday,Sunday/Holiday,0.6621401403853697,0.3378598596146302
2001-05-21,W,958236,590204,1548440,1548440,0,0.0,2001,5,May,Q2,Monday,Weekday,0.6188396063134509,0.381160393686549
2001-05-22,W,1019568,637152,1656720,1656720,0,0.0,2001,5,May,Q2,Tuesday,Weekday,0.6154135882949442,0.38458641170505575
2001-05-23,W,978614,619656,1598270,1598270,0,0.0,2001,5,May,Q2,Wednesday,Weekday,0.612295794828158,0.38770420517184206
2001-05-24,W,973423,615727,1589150,1589150,0,0.0,2001,5,May,Q2,Thursday,Weekday,0.6125431834628575,0.3874568165371425
2001-05-25,W,988982,597892,1586874,1586874,0,0.0,2001,5,May,Q2,Friday,Weekday,0.6232265447666292,0.37677345523337075
2001-05-26,A,512958,269276,782234,782234,0,0.0,2001,5,May,Q2,Saturday,Saturday,0.6557602967909858,0.3442397032090142
2001-05-27,U,390535,208208,598743,598743,0,0.0,2001,5,May,Q2,Sunday,Sunday/Holiday,0.6522581474856491,0.3477418525143509
2001-05-28,U,392906,191639,584545,584545,0,0.0,2001,5,May,Q2,Monday,Sunday/Holiday,0.6721569767939166,0.3278430232060834
2001-05-29,W,1003029,595375,1598404,1598404,0,0.0,2001,5,May,Q2,Tuesday,Weekday,0.6275190752775894,0.3724809247224106
2001-05-30,W,1002940,607442,1610382,1610382,0,0.0,2001,5,May,Q2,Wednesday,Weekday,0.62279633031169,0.37720366968831
2001-05-31,W,965359,602748,1568107,1568107,0,0.0,2001,5,May,Q2,Thursday,Weekday,0.6156206177257036,0.38437938227429636
2001-06-01,W,1057056,611631,1668687,1668687,0,0.0,2001,6,June,Q2,Friday,Weekday,0.6334657128628677,0.3665342871371324
2001-06-02,A,618944,282212,901156,901156,0,0.0,2001,6,June,Q2,Saturday,Saturday,0.6868333562668395,0.3131666437331605
2001-06-03,U,432408,204795,637203,637203,0,0.0,2001,6,June,Q2,Sunday,Sunday/Holiday,0.6786032080828245,0.3213967919171755
2001-06-04,W,1029447,599699,1629146,1629146,0,0.0,2001,6,June,Q2,Monday,Weekday,0.6318936424359757,0.3681063575640243
2001-06-05,W,935443,606051,1541494,1541494,0,0.0,2001,6,June,Q2,Tuesday,Weekday,0.6068418041198993,0.39315819588010076
2001-06-06,W,1004243,627572,1631815,1631815,0,0.0,2001,6,June,Q2,Wednesday,Weekday,0.6154147375774828,0.3845852624225173
2001-06-07,W,1004748,646177,1650925,1650925,0,0.0,2001,6,June,Q2,Thursday,Weekday,0.6085969986522707,0.3914030013477293
2001-06-08,W,1012502,642049,1654551,1654551,0,0.0,2001,6,June,Q2,Friday,Weekday,0.6119497072015309,0.3880502927984692
2001-06-09,A,639444,358013,997457,997457,0,0.0,2001,6,June,Q2,Saturday,Saturday,0.6410742518223843,0.3589257481776157
2001-06-10,U,438393,242257,680650,680650,0,0.0,2001,6,June,Q2,Sunday,Sunday/Holiday,0.6440799236024388,0.3559200763975612
2001-06-11,W,910186,586260,1496446,1496446,0,0.0,2001,6,June,Q2,Monday,Weekday,0.6082317704748451,0.39176822952515494
2001-06-12,W,946314,605737,1552051,1552051,0,0.0,2001,6,June,Q2,Tuesday,Weekday,0.6097183662134814,0.3902816337865186
2001-06-13,W,911372,599114,1510486,1510486,0,0.0,2001,6,June,Q2,Wednesday,Weekday,0.603363420779802,0.396636579220198
2001-06-14,W,891710,602538,1494248,1494248,0,0.0,2001,6,June,Q2,Thursday,Weekday,0.596761715592057,0.403238284407943
2001-06-15,W,912712,612983,1525695,1525695,0,0.0,2001,6,June,Q2,Friday,Weekday,0.5982270375140509,0.401772962485949
2001-06-16,A,675335,340782,1016117,1016117,0,0.0,2001,6,June,Q2,Saturday,Saturday,0.6646232668088419,0.3353767331911581
2001-06-17,U,422714,237483,660197,660197,0,0.0,2001,6,June,Q2,Sunday,Sunday/Holiday,0.6402846423113101,0.3597153576886899
2001-06-18,W,909937,590688,1500625,1500625,0,0.0,2001,6,June,Q2,Monday,Weekday,0.6063720116618075,0.3936279883381924
2001-06-19,W,944122,613028,1557150,1557150,0,0.0,2001,6,June,Q2,Tuesday,Weekday,0.6063140994766079,0.3936859005233921
2001-06-20,W,939471,612707,1552178,1552178,0,0.0,2001,6,June,Q2,Wednesday,Weekday,0.6052598348900706,0.3947401651099294
2001-06-21,W,900375,596076,1496451,1496451,0,0.0,2001,6,June,Q2,Thursday,Weekday,0.6016735596421132,0.3983264403578868
2001-06-22,W,957514,626565,1584079,1584079,0,0.0,2001,6,June,Q2,Friday,Weekday,0.6044610148862525,0.39553898511374747
2001-06-23,A,631716,328467,960183,960183,0,0.0,2001,6,June,Q2,Saturday,Saturday,0.6579120855087,0.3420879144913001
2001-06-24,U,443240,281620,724860,724860,0,0.0,2001,6,June,Q2,Sunday,Sunday/Holiday,0.6114835968324918,0.3885164031675082
2001-06-25,W,947130,621006,1568136,1568136,0,0.0,2001,6,June,Q2,Monday,Weekday,0.6039846033762378,0.39601539662376223
2001-06-26,W,944301,635326,1579627,1579627,0,0.0,2001,6,June,Q2,Tuesday,Weekday,0.5977999869589466,0.40220001304105335
2001-06-27,W,944274,634994,1579268,1579268,0,0.0,2001,6,June,Q2,Wednesday,Weekday,0.5979187826258747,0.4020812173741252
2001-06-28,W,942731,611002,1553733,1553733,0,0.0,2001,6,June,Q2,Thursday,Weekday,0.606752254087414,0.393247745912586
2001-06-29,W,996694,666587,1663281,1663281,0,0.0,2001,6,June,Q2,Friday,Weekday,0.5992336833042643,0.4007663166957357
2001-06-30,A,649995,363078,1013073,1013073,0,0.0,2001,6,June,Q2,Saturday,Saturday,0.641607268183043,0.3583927318169569
2001-07-01,U,435317,271052,706369,706369,0,0.0,2001,7,July,Q3,Sunday,Sunday/Holiday,0.6162742136192273,0.38372578638077265
2001-07-02,W,958879,627767,1586646,1586646,0,0.0,2001,7,July,Q3,Monday,Weekday,0.6043433759011146,0.3956566240988853
2001-07-03,W,990209,827670,1817879,1817879,0,0.0,2001,7,July,Q3,Tuesday,Weekday,0.54470567072946,0.45529432927054003
2001-07-04,U,461383,306172,767555,767555,0,0.0,2001,7,July,Q3,Wednesday,Sunday/Holiday,0.6011074124981272,0.39889258750187284
2001-07-05,W,918500,606574,1525074,1525074,0,0.0,2001,7,July,Q3,Thursday,Weekday,0.6022658572633197,0.39773414273668034
2001-07-06,W,958011,643965,1601976,1601976,0,0.0,2001,7,July,Q3,Friday,Weekday,0.5980183223718707,0.40198167762812925
2001-07-07,A,599172,347374,946546,946546,0,0.0,2001,7,July,Q3,Saturday,Saturday,0.6330088553540979,0.36699114464590205
2001-07-08,U,439513,256208,695721,695721,0,0.0,2001,7,July,Q3,Sunday,Sunday/Holiday,0.6317374349775269,0.36826256502247307
2001-07-09,W,935542,597633,1533175,1533175,0,0.0,2001,7,July,Q3,Monday,Weekday,0.6101990966458493,0.3898009033541507
2001-07-10,W,937066,610069,1547135,1547135,0,0.0,2001,7,July,Q3,Tuesday,Weekday,0.6056782375164417,0.3943217624835583
2001-07-11,W,960775,614294,1575069,1575069,0,0.0,2001,7,July,Q3,Wednesday,Weekday,0.6099891496816965,0.3900108503183035
2001-07-12,W,949551,636236,1585787,1585787,0,0.0,2001,7,July,Q3,Thursday,Weekday,0.5987884879873526,0.4012115120126474
2001-07-13,W,957097,641244,1598341,1598341,0,0.0,2001,7,July,Q3,Friday,Weekday,0.5988065125026512,0.4011934874973488
2001-07-14,A,629660,333365,963025,963025,0,0.0,2001,7,July,Q3,Saturday,Saturday,0.6538355702084577,0.34616442979154227
2001-07-15,U,420137,241827,661964,661964,0,0.0,2001,7,July,Q3,Sunday,Sunday/Holiday,0.6346825507127276,0.36531744928727244
2001-07-16,W,880246,623660,1503906,1503906,0,0.0,2001,7,July,Q3,Monday,Weekday,0.5853065284665397,0.4146934715334602
2001-07-17,W,920250,625940,1546190,1546190,0,0.0,2001,7,July,Q3,Tuesday,Weekday,0.5951726501917617,0.4048273498082383
2001-07-18,W,935427,612765,1548192,1548192,0,0.0,2001,7,July,Q3,Wednesday,Weekday,0.6042060674645006,0.3957939325354995
2001-07-19,W,949691,618451,1568142,1568142,0,0.0,2001,7,July,Q3,Thursday,Weekday,0.6056154353368509,0.39438456466314914
2001-07-20,W,937942,610617,1548559,1548559,0,0.0,2001,7,July,Q3,Friday,Weekday,0.6056869644617996,0.39431303553820035
2001-07-21,A,593545,305457,899002,899002,0,0.0,2001,7,July,Q3,Saturday,Saturday,0.6602265623435766,0.3397734376564235
2001-07-22,U,379766,200473,580239,580239,0,0.0,2001,7,July,Q3,Sunday,Sunday/Holiday,0.6544992666814882,0.34550073331851183
