service_date,day_type,bus,rail_boardings,total_rides,components_sum,difference,difference_pct_of_total,year,month,month_name,quarter,day_of_week,day_type_label,bus_share,rail_share
2023-04-18,W,523866,378471,902337,902337,0,0.0,2023,4,April,Q2,Tuesday,Weekday,0.5805657974792123,0.41943420252078767
2023-04-19,W,527267,380103,907370,907370,0,0.0,2023,4,April,Q2,Wednesday,Weekday,0.5810937103937754,0.41890628960622456
2023-04-20,W,516298,393967,910265,910265,0,0.0,2023,4,April,Q2,Thursday,Weekday,0.5671952673122662,0.4328047326877338
2023-04-21,W,505681,360742,866423,866423,0,0.0,2023,4,April,Q2,Friday,Weekday,0.5836421701639961,0.4163578298360039
2023-04-22,A,329493,240134,569627,569627,0,0.0,2023,4,April,Q2,Saturday,Saturday,0.5784364154086797,0.42156358459132026
2023-04-23,U,245927,174185,420112,420112,0,0.0,2023,4,April,Q2,Sunday,Sunday/Holiday,0.5853843736908253,0.4146156263091747
2023-04-24,W,502642,328298,830940,830940,0,0.0,2023,4,April,Q2,Monday,Weekday,0.604907694899752,0.3950923051002479
2023-04-25,W,516696,378228,894924,894924,0,0.0,2023,4,April,Q2,Tuesday,Weekday,0.5773629939525591,0.4226370060474409
2023-04-26,W,539161,388688,927849,927849,0,0.0,2023,4,April,Q2,Wednesday,Weekday,0.581087008769746,0.41891299123025405
2023-04-27,W,532971,395661,928632,928632,0,0.0,2023,4,April,Q2,Thursday,Weekday,0.5739313312485462,0.42606866875145377
2023-04-28,W,503332,340242,843574,843574,0,0.0,2023,4,April,Q2,Friday,Weekday,0.5966660897562039,0.40333391024379606
2023-04-29,A,331120,224434,555554,555554,0,0.0,2023,4,April,Q2,Saturday,Saturday,0.5960176688494728,0.40398233115052723
2023-04-30,U,238929,165311,404240,404240,0,0.0,2023,4,April,Q2,Sunday,Sunday/Holiday,0.5910572926974075,0.4089427073025925
2023-05-01,W,482348,315630,797978,797978,0,0.0,2023,5,May,Q2,Monday,Weekday,0.6044627796756301,0.39553722032436983
2023-05-02,W,530573,372211,902784,902784,0,0.0,2023,5,May,Q2,Tuesday,Weekday,0.5877075801077556,0.4122924198922444
2023-05-03,W,555155,381538,936693,936693,0,0.0,2023,5,May,Q2,Wednesday,Weekday,0.5926755084109735,0.4073244915890265
2023-05-04,W,542958,391265,934223,934223,0,0.0,2023,5,May,Q2,Thursday,Weekday,0.5811867188026841,0.41881328119731587
2023-05-05,W,518792,367635,886427,886427,0,0.0,2023,5,May,Q2,Friday,Weekday,0.5852619561452889,0.4147380438547111
2023-05-06,A,354490,259476,613966,613966,0,0.0,2023,5,May,Q2,Saturday,Saturday,0.5773772489030338,0.4226227510969663
2023-05-07,U,281403,198280,479683,479683,0,0.0,2023,5,May,Q2,Sunday,Sunday/Holiday,0.5866436792631801,0.41335632073681994
2023-05-08,W,469174,325860,795034,795034,0,0.0,2023,5,May,Q2,Monday,Weekday,0.5901307365471162,0.40986926345288377
2023-05-09,W,548033,396388,944421,944421,0,0.0,2023,5,May,Q2,Tuesday,Weekday,0.580284640006946,0.4197153599930539
2023-05-10,W,544618,397870,942488,942488,0,0.0,2023,5,May,Q2,Wednesday,Weekday,0.577851389089304,0.42214861091069594
2023-05-11,W,533940,384804,918744,918744,0,0.0,2023,5,May,Q2,Thursday,Weekday,0.5811629790235365,0.4188370209764635
2023-05-12,W,481927,328362,810289,810289,0,0.0,2023,5,May,Q2,Friday,Weekday,0.5947594006582837,0.40524059934171636
2023-05-13,A,344247,221075,565322,565322,0,0.0,2023,5,May,Q2,Saturday,Saturday,0.608939683932343,0.391060316067657
2023-05-14,U,233363,156364,389727,389727,0,0.0,2023,5,May,Q2,Sunday,Sunday/Holiday,0.5987858167383835,0.40121418326161645
2023-05-15,W,486638,320403,807041,807041,0,0.0,2023,5,May,Q2,Monday,Weekday,0.6029904304737925,0.3970095695262075
2023-05-16,W,533948,384145,918093,918093,0,0.0,2023,5,May,Q2,Tuesday,Weekday,0.5815837829065247,0.41841621709347526
2023-05-17,W,527429,382604,910033,910033,0,0.0,2023,5,May,Q2,Wednesday,Weekday,0.5795712902718912,0.42042870972810875
2023-05-18,W,525435,390005,915440,915440,0,0.0,2023,5,May,Q2,Thursday,Weekday,0.5739698942584986,0.42603010574150135
2023-05-19,W,486435,337006,823441,823441,0,0.0,2023,5,May,Q2,Friday,Weekday,0.5907344909957118,0.4092655090042881
2023-05-20,A,354750,241214,595964,595964,0,0.0,2023,5,May,Q2,Saturday,Saturday,0.5952540757495419,0.4047459242504581
2023-05-21,U,273007,193053,466060,466060,0,0.0,2023,5,May,Q2,Sunday,Sunday/Holiday,0.585776509462301,0.414223490537699
2023-05-22,W,499608,333292,832900,832900,0,0.0,2023,5,May,Q2,Monday,Weekday,0.5998415175891464,0.40015848241085367
2023-05-23,W,537810,406630,944440,944440,0,0.0,2023,5,May,Q2,Tuesday,Weekday,0.5694485621108806,0.4305514378891195
2023-05-24,W,535858,401039,936897,936897,0,0.0,2023,5,May,Q2,Wednesday,Weekday,0.5719497447424851,0.42805025525751494
2023-05-25,W,528009,395099,923108,923108,0,0.0,2023,5,May,Q2,Thursday,Weekday,0.5719904929867361,0.4280095070132639
2023-05-26,W,497832,356184,854016,854016,0,0.0,2023,5,May,Q2,Friday,Weekday,0.5829305305755396,0.41706946942446044
2023-05-27,A,340968,290957,631925,631925,0,0.0,2023,5,May,Q2,Saturday,Saturday,0.5395703604066938,0.4604296395933062
2023-05-28,U,273385,247157,520542,520542,0,0.0,2023,5,May,Q2,Sunday,Sunday/Holiday,0.5251929719407848,0.4748070280592152
2023-05-29,U,269683,209702,479385,479385,0,0.0,2023,5,May,Q2,Monday,Sunday/Holiday,0.5625603637994514,0.4374396362005486
2023-05-30,W,517974,382375,900349,900349,0,0.0,2023,5,May,Q2,Tuesday,Weekday,0.575303576724137,0.42469642327586304
2023-05-31,W,517111,389469,906580,906580,0,0.0,2023,5,May,Q2,Wednesday,Weekday,0.5703975379999559,0.4296024620000441
2023-06-01,W,544178,393187,937365,937365,0,0.0,2023,6,June,Q2,Thursday,Weekday,0.5805401311122135,0.4194598688877865
2023-06-02,W,514354,386122,900476,900476,0,0.0,2023,6,June,Q2,Friday,Weekday,0.5712023418725207,0.4287976581274792
2023-06-03,A,371914,300646,672560,672560,0,0.0,2023,6,June,Q2,Saturday,Saturday,0.552982633519686,0.44701736648031404
2023-06-04,U,278304,238509,516813,516813,0,0.0,2023,6,June,Q2,Sunday,Sunday/Holiday,0.5385003860197015,0.4614996139802985
2023-06-05,W,511045,350028,861073,861073,0,0.0,2023,6,June,Q2,Monday,Weekday,0.5934978799706877,0.40650212002931224
2023-06-06,W,522067,389250,911317,911317,0,0.0,2023,6,June,Q2,Tuesday,Weekday,0.5728709110002337,0.42712908899976626
2023-06-07,W,535180,390851,926031,926031,0,0.0,2023,6,June,Q2,Wednesday,Weekday,0.577928816637888,0.4220711833621121
2023-06-08,W,493065,387473,880538,880538,0,0.0,2023,6,June,Q2,Thursday,Weekday,0.5599587979167282,0.4400412020832718
2023-06-09,W,476837,381247,858084,858084,0,0.0,2023,6,June,Q2,Friday,Weekday,0.5556996750900844,0.44430032490991556
2023-06-10,A,379556,320326,699882,699882,0,0.0,2023,6,June,Q2,Saturday,Saturday,0.5423142758350693,0.45768572416493064
2023-06-11,U,239715,193563,433278,433278,0,0.0,2023,6,June,Q2,Sunday,Sunday/Holiday,0.553259108470774,0.446740891529226
2023-06-12,W,457944,327050,784994,784994,0,0.0,2023,6,June,Q2,Monday,Weekday,0.5833726117651855,0.41662738823481454
2023-06-13,W,450859,375000,825859,825859,0,0.0,2023,6,June,Q2,Tuesday,Weekday,0.545927331420981,0.45407266857901896
2023-06-14,W,493401,392696,886097,886097,0,0.0,2023,6,June,Q2,Wednesday,Weekday,0.5568250428564818,0.4431749571435181
2023-06-15,W,482965,398441,881406,881406,0,0.0,2023,6,June,Q2,Thursday,Weekday,0.5479483915471417,0.4520516084528583
2023-06-16,W,453530,361553,815083,815083,0,0.0,2023,6,June,Q2,Friday,Weekday,0.5564218613319134,0.44357813866808654
2023-06-17,A,372865,295909,668774,668774,0,0.0,2023,6,June,Q2,Saturday,Saturday,0.5575351314494882,0.4424648685505118
2023-06-18,U,272736,221073,493809,493809,0,0.0,2023,6,June,Q2,Sunday,Sunday/Holiday,0.5523107112264054,0.44768928877359465
2023-06-19,W,384578,261569,646147,646147,0,0.0,2023,6,June,Q2,Monday,Weekday,0.5951865442383854,0.4048134557616146
2023-06-20,W,488457,375171,863628,863628,0,0.0,2023,6,June,Q2,Tuesday,Weekday,0.5655872667398463,0.43441273326015367
2023-06-21,W,495689,401487,897176,897176,0,0.0,2023,6,June,Q2,Wednesday,Weekday,0.5524991751897064,0.44750082481029363
2023-06-22,W,486237,402155,888392,888392,0,0.0,2023,6,June,Q2,Thursday,Weekday,0.5473225783212816,0.4526774216787184
2023-06-23,W,469905,383443,853348,853348,0,0.0,2023,6,June,Q2,Friday,Weekday,0.5506604573983884,0.4493395426016115
2023-06-24,A,369643,298557,668200,668200,0,0.0,2023,6,June,Q2,Saturday,Saturday,0.553192158036516,0.446807841963484
2023-06-25,U,258229,295714,553943,553943,0,0.0,2023,6,June,Q2,Sunday,Sunday/Holiday,0.46616529137474433,0.5338347086252556
2023-06-26,W,445453,323554,769007,769007,0,0.0,2023,6,June,Q2,Monday,Weekday,0.5792574059793995,0.4207425940206006
2023-06-27,W,496729,395754,892483,892483,0,0.0,2023,6,June,Q2,Tuesday,Weekday,0.5565697049691702,0.4434302950308297
2023-06-28,W,496731,392034,888765,888765,0,0.0,2023,6,June,Q2,Wednesday,Weekday,0.5589002717253717,0.4410997282746283
2023-06-29,W,470303,393963,864266,864266,0,0.0,2023,6,June,Q2,Thursday,Weekday,0.5441646437555104,0.45583535624448956
2023-06-30,W,473836,378120,851956,851956,0,0.0,2023,6,June,Q2,Friday,Weekday,0.5561742625205996,0.44382573747940035
2023-07-01,A,335143,311337,646480,646480,0,0.0,2023,7,July,Q3,Saturday,Saturday,0.5184120158396238,0.4815879841603762
2023-07-02,U,170177,192380,362557,362557,0,0.0,2023,7,July,Q3,Sunday,Sunday/Holiday,0.46937998714684864,0.5306200128531514
2023-07-03,W,444738,293378,738116,738116,0,0.0,2023,7,July,Q3,Monday,Weekday,0.6025313094418764,0.39746869055812367
2023-07-04,U,281675,195858,477533,477533,0,0.0,2023,7,July,Q3,Tuesday,Sunday/Holiday,0.5898545231429032,0.4101454768570968
2023-07-05,W,448241,324432,772673,772673,0,0.0,2023,7,July,Q3,Wednesday,Weekday,0.5801173329467963,0.4198826670532036
2023-07-06,W,495284,375201,870485,870485,0,0.0,2023,7,July,Q3,Thursday,Weekday,0.5689747669402689,0.43102523305973106
2023-07-07,W,479367,347499,826866,826866,0,0.0,2023,7,July,Q3,Friday,Weekday,0.5797396434246903,0.4202603565753097
2023-07-08,A,352631,259570,612201,612201,0,0.0,2023,7,July,Q3,Saturday,Saturday,0.5760052662442564,0.42399473375574365
2023-07-09,U,281445,205204,486649,486649,0,0.0,2023,7,July,Q3,Sunday,Sunday/Holiday,0.578332638102616,0.42166736189738396
2023-07-10,W,485647,330776,816423,816423,0,0.0,2023,7,July,Q3,Monday,Weekday,0.5948472789228133,0.4051527210771867
2023-07-11,W,483040,372976,856016,856016,0,0.0,2023,7,July,Q3,Tuesday,Weekday,0.5642885179716267,0.4357114820283733
2023-07-12,W,443121,354104,797225,797225,0,0.0,2023,7,July,Q3,Wednesday,Weekday,0.5558292828247985,0.44417071717520146
2023-07-13,W,505564,394862,900426,900426,0,0.0,2023,7,July,Q3,Thursday,Weekday,0.5614720143576485,0.4385279856423515
2023-07-14,W,476443,373807,850250,850250,0,0.0,2023,7,July,Q3,Friday,Weekday,0.5603563657747721,0.4396436342252279
2023-07-15,A,359874,287408,647282,647282,0,0.0,2023,7,July,Q3,Saturday,Saturday,0.5559771475183923,0.4440228524816077
2023-07-16,U,281420,234238,515658,515658,0,0.0,2023,7,July,Q3,Sunday,Sunday/Holiday,0.5457493144681165,0.4542506855318835
2023-07-17,W,480822,349113,829935,829935,0,0.0,2023,7,July,Q3,Monday,Weekday,0.5793489851614886,0.42065101483851147
2023-07-18,W,512122,398713,910835,910835,0,0.0,2023,7,July,Q3,Tuesday,Weekday,0.5622555127986957,0.4377444872013043
2023-07-19,W,515105,402686,917791,917791,0,0.0,2023,7,July,Q3,Wednesday,Weekday,0.5612443355840273,0.4387556644159727
2023-07-20,W,502681,414002,916683,916683,0,0.0,2023,7,July,Q3,Thursday,Weekday,0.5483695017797865,0.4516304982202135
2023-07-21,W,485225,389288,874513,874513,0,0.0,2023,7,July,Q3,Friday,Weekday,0.5548516717304374,0.4451483282695626
2023-07-22,A,360932,312905,673837,673837,0,0.0,2023,7,July,Q3,Saturday,Saturday,0.5356369567120832,0.46436304328791683
2023-07-23,U,288305,247161,535466,535466,0,0.0,2023,7,July,Q3,Sunday,Sunday/Holiday,0.5384188725334569,0.4615811274665432
2023-07-24,W,474506,338496,813002,813002,0,0.0,2023,7,July,Q3,Monday,Weekday,0.5836467806967265,0.41635321930327357
2023-07-25,W,508517,383391,891908,891908,0,0.0,2023,7,July,Q3,Tuesday,Weekday,0.5701451270758867,0.42985487292411323
2023-07-26,W,478350,371278,849628,849628,0,0.0,2023,7,July,Q3,Wednesday,Weekday,0.563011106036995,0.436988893963005
2023-07-27,W,502581,385163,887744,887744,0,0.0,2023,7,July,Q3,Thursday,Weekday,0.5661328040516185,0.4338671959483815
2023-07-28,W,446842,334517,781359,781359,0,0.0,2023,7,July,Q3,Friday,Weekday,0.5718779715854044,0.42812202841459557
2023-07-29,A,364824,286441,651265,651265,0,0.0,2023,7,July,Q3,Saturday,Saturday,0.5601775007101564,0.4398224992898436
2023-07-30,U,285496,219936,505432,505432,0,0.0,2023,7,July,Q3,Sunday,Sunday/Holiday,0.5648554108168854,0.43514458918311466
2023-07-31,W,469024,334195,803219,803219,0,0.0,2023,7,July,Q3,Monday,Weekday,0.5839304100127114,0.41606958998728866
2023-08-01,W,528437,389535,917972,917972,0,0.0,2023,8,August,Q3,Tuesday,Weekday,0.575656991716523,0.42434300828347704
2023-08-02,W,519583,423358,942941,942941,0,0.0,2023,8,August,Q3,Wednesday,Weekday,0.5510238710587407,0.4489761289412593
2023-08-03,W,521191,480968,1002159,1002159,0,0.0,2023,8,August,Q3,Thursday,Weekday,0.5200681728148926,0.47993182718510735
2023-08-04,W,493321,456039,949360,949360,0,0.0,2023,8,August,Q3,Friday,Weekday,0.5196353332771552,0.4803646667228449
2023-08-05,A,338701,346075,684776,684776,0,0.0,2023,8,August,Q3,Saturday,Saturday,0.49461575756159676,0.5053842424384032
2023-08-06,U,264872,298188,563060,563060,0,0.0,2023,8,August,Q3,Sunday,Sunday/Holiday,0.47041523105885696,0.529584768941143
2023-08-07,W,467465,346627,814092,814092,0,0.0,2023,8,August,Q3,Monday,Weekday,0.5742164276273444,0.4257835723726557
2023-08-08,W,508824,388916,897740,897740,0,0.0,2023,8,August,Q3,Tuesday,Weekday,0.566783255731058,0.433216744268942
2023-08-09,W,501770,394563,896333,896333,0,0.0,2023,8,August,Q3,Wednesday,Weekday,0.5598031088892186,0.44019689111078136
2023-08-10,W,506343,383545,889888,889888,0,0.0,2023,8,August,Q3,Thursday,Weekday,0.5689963231327987,0.43100367686720126
2023-08-11,W,472150,370307,842457,842457,0,0.0,2023,8,August,Q3,Friday,Weekday,0.5604440345323263,0.4395559654676737
2023-08-12,A,370464,315090,685554,685554,0,0.0,2023,8,August,Q3,Saturday,Saturday,0.5403863153012016,0.4596136846987983
2023-08-13,U,279218,225085,504303,504303,0,0.0,2023,8,August,Q3,Sunday,Sunday/Holiday,0.5536711064578239,0.44632889354217603
2023-08-14,W,408865,290559,699424,699424,0,0.0,2023,8,August,Q3,Monday,Weekday,0.5845738779338427,0.4154261220661573
2023-08-15,W,500013,382517,882530,882530,0,0.0,2023,8,August,Q3,Tuesday,Weekday,0.5665677087464449,0.43343229125355515
2023-08-16,W,518485,390193,908678,908678,0,0.0,2023,8,August,Q3,Wednesday,Weekday,0.5705926631876198,0.4294073368123802
2023-08-17,W,484256,366327,850583,850583,0,0.0,2023,8,August,Q3,Thursday,Weekday,0.569322452952857,0.43067754704714295
2023-08-18,W,490626,366654,857280,857280,0,0.0,2023,8,August,Q3,Friday,Weekday,0.5723054311310191,0.42769456886898094
2023-08-19,A,381458,303336,684794,684794,0,0.0,2023,8,August,Q3,Saturday,Saturday,0.5570405114530793,0.4429594885469207
2023-08-20,U,296344,239159,535503,535503,0,0.0,2023,8,August,Q3,Sunday,Sunday/Holiday,0.5533937251518666,0.4466062748481334
2023-08-21,W,551302,343866,895168,895168,0,0.0,2023,8,August,Q3,Monday,Weekday,0.6158642846929292,0.38413571530707086
2023-08-22,W,564653,390141,954794,954794,0,0.0,2023,8,August,Q3,Tuesday,Weekday,0.5913872521193053,0.4086127478806947
2023-08-23,W,531763,365111,896874,896874,0,0.0,2023,8,August,Q3,Wednesday,Weekday,0.5929071419173708,0.40709285808262924
2023-08-24,W,501750,365055,866805,866805,0,0.0,2023,8,August,Q3,Thursday,Weekday,0.5788499143405956,0.42115008565940437
2023-08-25,W,553276,375055,928331,928331,0,0.0,2023,8,August,Q3,Friday,Weekday,0.5959900078743465,0.40400999212565347
2023-08-26,A,361538,273589,635127,635127,0,0.0,2023,8,August,Q3,Saturday,Saturday,0.5692373336356351,0.43076266636436494
2023-08-27,U,289983,218533,508516,508516,0,0.0,2023,8,August,Q3,Sunday,Sunday/Holiday,0.5702534433528148,0.42974655664718514
2023-08-28,W,567171,371199,938370,938370,0,0.0,2023,8,August,Q3,Monday,Weekday,0.6044214968509224,0.39557850314907766
2023-08-29,W,585643,418817,1004460,1004460,0,0.0,2023,8,August,Q3,Tuesday,Weekday,0.5830426298707764,0.4169573701292237
2023-08-30,W,589901,420080,1009981,1009981,0,0.0,2023,8,August,Q3,Wednesday,Weekday,0.5840713835210761,0.4159286164789239
2023-08-31,W,579376,413083,992459,992459,0,0.0,2023,8,August,Q3,Thursday,Weekday,0.5837782719487656,0.41622172805123436
2023-09-01,W,585674,386812,972486,972486,0,0.0,2023,9,September,Q3,Friday,Weekday,0.6022441454170034,0.39775585458299656
2023-09-02,A,384728,291029,675757,675757,0,0.0,2023,9,September,Q3,Saturday,Saturday,0.5693289155717218,0.43067108442827823
2023-09-03,U,309758,248524,558282,558282,0,0.0,2023,9,September,Q3,Sunday,Sunday/Holiday,0.5548414600506554,0.4451585399493446
2023-09-04,U,293106,220411,513517,513517,0,0.0,2023,9,September,Q3,Monday,Sunday/Holiday,0.5707814931151257,0.4292185068848743
2023-09-05,W,586167,409043,995210,995210,0,0.0,2023,9,September,Q3,Tuesday,Weekday,0.5889882537353925,0.41101174626460746
2023-09-06,W,578259,425429,1003688,1003688,0,0.0,2023,9,September,Q3,Wednesday,Weekday,0.5761342170076756,0.4238657829923243
2023-09-07,W,597711,442432,1040143,1040143,0,0.0,2023,9,September,Q3,Thursday,Weekday,0.5746431019580961,0.42535689804190385
2023-09-08,W,555213,397332,952545,952545,0,0.0,2023,9,September,Q3,Friday,Weekday,0.5828732500826732,0.41712674991732673
2023-09-09,A,385592,323033,708625,708625,0,0.0,2023,9,September,Q3,Saturday,Saturday,0.544141118363027,0.455858881636973
2023-09-10,U,297306,247808,545114,545114,0,0.0,2023,9,September,Q3,Sunday,Sunday/Holiday,0.5454015123442069,0.4545984876557931
2023-09-11,W,504742,356445,861187,861187,0,0.0,2023,9,September,Q3,Monday,Weekday,0.5861003475435649,0.4138996524564351
2023-09-12,W,603242,432403,1035645,1035645,0,0.0,2023,9,September,Q3,Tuesday,Weekday,0.582479517595315,0.417520482404685
2023-09-13,W,593103,431950,1025053,1025053,0,0.0,2023,9,September,Q3,Wednesday,Weekday,0.57860715494711,0.42139284505288993
2023-09-14,W,587439,437320,1024759,1024759,0,0.0,2023,9,September,Q3,Thursday,Weekday,0.5732460022307684,0.4267539977692316
2023-09-15,W,566708,432176,998884,998884,0,0.0,2023,9,September,Q3,Friday,Weekday,0.5673411527264427,0.4326588472735573
2023-09-16,A,352049,340865,692914,692914,0,0.0,2023,9,September,Q3,Saturday,Saturday,0.5080702655740827,0.4919297344259172
2023-09-17,U,252015,219746,471761,471761,0,0.0,2023,9,September,Q3,Sunday,Sunday/Holiday,0.534200580378624,0.46579941962137605
2023-09-18,W,560810,382031,942841,942841,0,0.0,2023,9,September,Q3,Monday,Weekday,0.594808668693873,0.4051913313061269
2023-09-19,W,555949,432367,988316,988316,0,0.0,2023,9,September,Q3,Tuesday,Weekday,0.5625215012202575,0.4374784987797425
2023-09-20,W,599268,447165,1046433,1046433,0,0.0,2023,9,September,Q3,Wednesday,Weekday,0.5726768937906201,0.42732310620937985
2023-09-21,W,581536,449600,1031136,1031136,0,0.0,2023,9,September,Q3,Thursday,Weekday,0.5639760419576079,0.4360239580423921
2023-09-22,W,525718,400937,926655,926655,0,0.0,2023,9,September,Q3,Friday,Weekday,0.5673287253616502,0.43267127463834976
2023-09-23,A,381816,312772,694588,694588,0,0.0,2023,9,September,Q3,Saturday,Saturday,0.5497014057254085,0.45029859427459157
2023-09-24,U,290336,234578,524914,524914,0,0.0,2023,9,September,Q3,Sunday,Sunday/Holiday,0.5531115573217708,0.4468884426782292
2023-09-25,W,552311,370891,923202,923202,0,0.0,2023,9,September,Q3,Monday,Weekday,0.5982558529985854,0.40174414700141464
2023-09-26,W,565172,416619,981791,981791,0,0.0,2023,9,September,Q3,Tuesday,Weekday,0.5756540852381006,0.4243459147618994
2023-09-27,W,583749,427267,1011016,1011016,0,0.0,2023,9,September,Q3,Wednesday,Weekday,0.5773884884116571,0.4226115115883428
2023-09-28,W,597723,437574,1035297,1035297,0,0.0,2023,9,September,Q3,Thursday,Weekday,0.5773444721659582,0.4226555278340418
2023-09-29,W,578054,401168,979222,979222,0,0.0,2023,9,September,Q3,Friday,Weekday,0.5903196619357,0.40968033806430004
2023-09-30,A,391173,301206,692379,692379,0,0.0,2023,9,September,Q3,Saturday,Saturday,0.5649694748107612,0.43503052518923885
2023-10-01,U,303953,229368,533321,533321,0,0.0,2023,10,October,Q4,Sunday,Sunday/Holiday,0.5699250545168857,0.4300749454831143
2023-10-02,W,576630,378334,954964,954964,0,0.0,2023,10,October,Q4,Monday,Weekday,0.6038238090650537,0.3961761909349462
2023-10-03,W,619488,434467,1053955,1053955,0,0.0,2023,10,October,Q4,Tuesday,Weekday,0.5877746203585542,0.4122253796414458
2023-10-04,W,610623,445787,1056410,1056410,0,0.0,2023,10,October,Q4,Wednesday,Weekday,0.5780170577711305,0.42198294222886945
2023-10-05,W,584937,447707,1032644,1032644,0,0.0,2023,10,October,Q4,Thursday,Weekday,0.5664459387746407,0.4335540612253594
2023-10-06,W,559485,428321,987806,987806,0,0.0,2023,10,October,Q4,Friday,Weekday,0.5663915789132684,0.4336084210867316
2023-10-07,A,386990,334134,721124,721124,0,0.0,2023,10,October,Q4,Saturday,Saturday,0.5366483434194397,0.4633516565805603
2023-10-08,U,253021,403385,656406,656406,0,0.0,2023,10,October,Q4,Sunday,Sunday/Holiday,0.3854641791817869,0.6145358208182131
2023-10-09,W,452540,366694,819234,819234,0,0.0,2023,10,October,Q4,Monday,Weekday,0.5523940656759851,0.44760593432401485
2023-10-10,W,601129,443465,1044594,1044594,0,0.0,2023,10,October,Q4,Tuesday,Weekday,0.575466640627842,0.42453335937215797
2023-10-11,W,598019,442594,1040613,1040613,0,0.0,2023,10,October,Q4,Wednesday,Weekday,0.5746795398481472,0.4253204601518528
2023-10-12,W,567954,433731,1001685,1001685,0,0.0,2023,10,October,Q4,Thursday,Weekday,0.566998607346621,0.43300139265337906
2023-10-13,W,519462,373986,893448,893448,0,0.0,2023,10,October,Q4,Friday,Weekday,0.5814126843420099,0.4185873156579902
2023-10-14,A,338320,266624,604944,604944,0,0.0,2023,10,October,Q4,Saturday,Saturday,0.5592583776349547,0.4407416223650454
2023-10-15,U,293753,222768,516521,516521,0,0.0,2023,10,October,Q4,Sunday,Sunday/Holiday,0.5687145343558152,0.43128546564418485
2023-10-16,W,551971,374520,926491,926491,0,0.0,2023,10,October,Q4,Monday,Weekday,0.5957650964769221,0.40423490352307795
2023-10-17,W,587256,440241,1027497,1027497,0,0.0,2023,10,October,Q4,Tuesday,Weekday,0.57154035486235,0.42845964513765006
2023-10-18,W,595182,439266,1034448,1034448,0,0.0,2023,10,October,Q4,Wednesday,Weekday,0.5753619321609206,0.42463806783907937
2023-10-19,W,579587,433975,1013562,1013562,0,0.0,2023,10,October,Q4,Thursday,Weekday,0.5718318168992129,0.42816818310078714
2023-10-20,W,562941,395292,958233,958233,0,0.0,2023,10,October,Q4,Friday,Weekday,0.5874782020656771,0.41252179793432286
2023-10-21,A,364186,309900,674086,674086,0,0.0,2023,10,October,Q4,Saturday,Saturday,0.5402663755069828,0.4597336244930172
2023-10-22,U,288942,219804,508746,508746,0,0.0,2023,10,October,Q4,Sunday,Sunday/Holiday,0.567949428595016,0.43205057140498404
2023-10-23,W,555068,379650,934718,934718,0,0.0,2023,10,October,Q4,Monday,Weekday,0.5938347180646997,0.40616528193530027
2023-10-24,W,598773,434867,1033640,1033640,0,0.0,2023,10,October,Q4,Tuesday,Weekday,0.5792858248519794,0.42071417514802056
2023-10-25,W,570560,426962,997522,997522,0,0.0,2023,10,October,Q4,Wednesday,Weekday,0.5719773598978268,0.42802264010217317
2023-10-26,W,535013,412606,947619,947619,0,0.0,2023,10,October,Q4,Thursday,Weekday,0.5645866112857594,0.4354133887142406
2023-10-27,W,503840,373004,876844,876844,0,0.0,2023,10,October,Q4,Friday,Weekday,0.5746062013311376,0.4253937986688624
2023-10-28,A,360484,275006,635490,635490,0,0.0,2023,10,October,Q4,Saturday,Saturday,0.5672536153204614,0.43274638467953863
2023-10-29,U,250473,185823,436296,436296,0,0.0,2023,10,October,Q4,Sunday,Sunday/Holiday,0.5740896088893779,0.4259103911106221
2023-10-30,W,551840,367453,919293,919293,0,0.0,2023,10,October,Q4,Monday,Weekday,0.6002873947696763,0.39971260523032376
2023-10-31,W,520069,390110,910179,910179,0,0.0,2023,10,October,Q4,Tuesday,Weekday,0.5713920009141059,0.4286079990858941
2023-11-01,W,576336,410084,986420,986420,0,0.0,2023,11,November,Q4,Wednesday,Weekday,0.5842703919223049,0.4157296080776951
2023-11-02,W,579094,419780,998874,998874,0,0.0,2023,11,November,Q4,Thursday,Weekday,0.5797467948910473,0.4202532051089527
2023-11-03,W,563943,373412,937355,937355,0,0.0,2023,11,November,Q4,Friday,Weekday,0.6016322524550464,0.39836774754495363
2023-11-04,A,401704,280222,681926,681926,0,0.0,2023,11,November,Q4,Saturday,Saturday,0.5890727146347258,0.41092728536527423
2023-11-05,U,296526,200577,497103,497103,0,0.0,2023,11,November,Q4,Sunday,Sunday/Holiday,0.5965081683272883,0.4034918316727117
2023-11-06,W,568672,375471,944143,944143,0,0.0,2023,11,November,Q4,Monday,Weekday,0.6023155390655864,0.39768446093441356
2023-11-07,W,588549,424318,1012867,1012867,0,0.0,2023,11,November,Q4,Tuesday,Weekday,0.5810723421732567,0.4189276578267433
2023-11-08,W,578329,422082,1000411,1000411,0,0.0,2023,11,November,Q4,Wednesday,Weekday,0.5780914044327782,0.4219085955672219
2023-11-09,W,588110,454074,1042184,1042184,0,0.0,2023,11,November,Q4,Thursday,Weekday,0.5643053433942566,0.4356946566057433
2023-11-10,W,461731,351382,813113,813113,0,0.0,2023,11,November,Q4,Friday,Weekday,0.567855882269746,0.43214411773025396
2023-11-11,A,354671,266284,620955,620955,0,0.0,2023,11,November,Q4,Saturday,Saturday,0.5711702136225653,0.42882978637743474
